"","period","orgunit","variable_name","value"
"35285","2017Q2","HZ Banikoara","newrel_5564f",0
"35286","2017Q2","HZ Banikoara","newrel_65m",0
"35287","2017Q2","HZ Banikoara","newrel_65f",0
"35288","2017Q2","HZ Banikoara","newrel_um",0
"35289","2017Q2","HZ Banikoara","newrel_uf",0
"35290","2017Q3","HZ Banikoara","newrel_04m",0
"35291","2017Q3","HZ Banikoara","newrel_04f",0
"35292","2017Q3","HZ Banikoara","newrel_514m",0
"35293","2017Q3","HZ Banikoara","newrel_514f",0
"35294","2017Q3","HZ Banikoara","newrel_1524m",1
"35295","2017Q3","HZ Banikoara","newrel_1524f",0
"35296","2017Q3","HZ Banikoara","newrel_2534m",3
"35297","2017Q3","HZ Banikoara","newrel_2534f",0
"35298","2017Q3","HZ Banikoara","newrel_3544m",2
"35299","2017Q3","HZ Banikoara","newrel_3544f",0
"35300","2017Q3","HZ Banikoara","newrel_4554m",0
"35301","2017Q3","HZ Banikoara","newrel_4554f",0
"35302","2017Q3","HZ Banikoara","newrel_5564m",1
"35303","2017Q3","HZ Banikoara","newrel_5564f",0
"35304","2017Q3","HZ Banikoara","newrel_65m",0
"35305","2017Q3","HZ Banikoara","newrel_65f",0
"35306","2018Q1","HZ Banikoara","newrel_04m",0
"35307","2018Q1","HZ Banikoara","newrel_04f",0
"35308","2018Q1","HZ Banikoara","newrel_514m",1
"35309","2018Q1","HZ Banikoara","newrel_514f",0
"35310","2018Q1","HZ Banikoara","newrel_1524m",2
"35311","2018Q1","HZ Banikoara","newrel_1524f",0
"35312","2018Q1","HZ Banikoara","newrel_2534m",1
"35313","2018Q1","HZ Banikoara","newrel_2534f",3
"35314","2018Q1","HZ Banikoara","newrel_3544m",1
"35315","2018Q1","HZ Banikoara","newrel_3544f",1
"35316","2018Q1","HZ Banikoara","newrel_4554m",0
"35317","2018Q1","HZ Banikoara","newrel_4554f",1
"35318","2018Q1","HZ Banikoara","newrel_5564m",1
"35319","2018Q1","HZ Banikoara","newrel_5564f",0
"35320","2018Q1","HZ Banikoara","newrel_65m",0
"35321","2018Q1","HZ Banikoara","newrel_65f",0
"35322","2018Q4","HZ Banikoara","newrel_04m",0
"35323","2018Q4","HZ Banikoara","newrel_04f",0
"35324","2018Q4","HZ Banikoara","newrel_514m",0
"35325","2018Q4","HZ Banikoara","newrel_514f",0
"35326","2018Q4","HZ Banikoara","newrel_1524m",0
"35327","2018Q4","HZ Banikoara","newrel_1524f",1
"35328","2018Q4","HZ Banikoara","newrel_2534m",0
"35329","2018Q4","HZ Banikoara","newrel_2534f",1
"35330","2018Q4","HZ Banikoara","newrel_3544m",2
"35331","2018Q4","HZ Banikoara","newrel_3544f",1
"35332","2018Q4","HZ Banikoara","newrel_4554m",1
"35333","2018Q4","HZ Banikoara","newrel_4554f",0
"35334","2018Q4","HZ Banikoara","newrel_5564m",0
"35335","2018Q4","HZ Banikoara","newrel_5564f",0
"35336","2018Q4","HZ Banikoara","newrel_65m",0
"35337","2018Q4","HZ Banikoara","newrel_65f",0
"35338","2018Q2","HZ Banikoara","newrel_04m",0
"35339","2018Q2","HZ Banikoara","newrel_04f",0
"35340","2018Q2","HZ Banikoara","newrel_514m",0
"35341","2018Q2","HZ Banikoara","newrel_514f",0
"35342","2018Q2","HZ Banikoara","newrel_1524m",0
"35343","2018Q2","HZ Banikoara","newrel_1524f",0
"35344","2018Q2","HZ Banikoara","newrel_2534m",2
"35345","2018Q2","HZ Banikoara","newrel_2534f",0
"35346","2018Q2","HZ Banikoara","newrel_3544m",1
"35347","2018Q2","HZ Banikoara","newrel_3544f",0
"35348","2018Q2","HZ Banikoara","newrel_4554m",1
"35349","2018Q2","HZ Banikoara","newrel_4554f",0
"35350","2018Q2","HZ Banikoara","newrel_5564m",0
"35351","2018Q2","HZ Banikoara","newrel_5564f",0
"35352","2018Q2","HZ Banikoara","newrel_65m",0
"35353","2018Q2","HZ Banikoara","newrel_65f",0
"35354","2018Q3","HZ Banikoara","newrel_04m",0
"35355","2018Q3","HZ Banikoara","newrel_04f",1
"35356","2018Q3","HZ Banikoara","newrel_514m",1
"35357","2018Q3","HZ Banikoara","newrel_514f",0
"35358","2018Q3","HZ Banikoara","newrel_1524m",2
"35359","2018Q3","HZ Banikoara","newrel_1524f",1
"35360","2018Q3","HZ Banikoara","newrel_2534m",3
"35361","2018Q3","HZ Banikoara","newrel_2534f",0
"35362","2018Q3","HZ Banikoara","newrel_3544m",0
"35363","2018Q3","HZ Banikoara","newrel_3544f",0
"35364","2018Q3","HZ Banikoara","newrel_4554m",1
"35365","2018Q3","HZ Banikoara","newrel_4554f",0
"35366","2018Q3","HZ Banikoara","newrel_5564m",0
"35367","2018Q3","HZ Banikoara","newrel_5564f",1
"35368","2018Q3","HZ Banikoara","newrel_65m",0
"35369","2018Q3","HZ Banikoara","newrel_65f",0
"35370","2016Q1","HZ Banikoara","hiv_art_out",0
"35371","2016Q4","HZ Banikoara","hiv_art_out",0
"35372","2016Q2","HZ Banikoara","hiv_art_out",3
"35373","2016Q3","HZ Banikoara","hiv_art_out",0
"35374","2017Q1","HZ Banikoara","hiv_art_out",0
"35375","2017Q4","HZ Banikoara","hiv_art_out",0
"35376","2017Q2","HZ Banikoara","hiv_art_out",0
"35377","2017Q3","HZ Banikoara","hiv_art_out",0
"35378","2016Q1","HZ Banikoara","hiv_cpt_out",0
"35379","2016Q4","HZ Banikoara","hiv_cpt_out",0
"35380","2016Q2","HZ Banikoara","hiv_cpt_out",3
"35381","2016Q3","HZ Banikoara","hiv_cpt_out",0
"35382","2017Q1","HZ Banikoara","hiv_cpt_out",0
"35383","2017Q4","HZ Banikoara","hiv_cpt_out",0
"35384","2017Q2","HZ Banikoara","hiv_cpt_out",0
"35385","2017Q3","HZ Banikoara","hiv_cpt_out",0
"35386","2016Q1","HZ Banikoara","hivtest_pos_out",0
"35387","2016Q4","HZ Banikoara","hivtest_pos_out",0
"35388","2016Q2","HZ Banikoara","hivtest_pos_out",3
"35389","2016Q3","HZ Banikoara","hivtest_pos_out",0
"35390","2017Q1","HZ Banikoara","hivtest_pos_out",0
"35391","2017Q4","HZ Banikoara","hivtest_pos_out",0
"35392","2017Q2","HZ Banikoara","hivtest_pos_out",0
"35393","2017Q3","HZ Banikoara","hivtest_pos_out",0
"35394","2016","MONO","e_pop_num",551302
"35395","2018","MONO","e_pop_num",574036
"35396","2017","MONO","e_pop_num",570598
"35397","2016","COUFFO","e_pop_num",826358
"35398","2018","COUFFO","e_pop_num",860434
"35399","2017","COUFFO","e_pop_num",855281
"35400","2016Q1","CS Houeyogbe","new_labconf",12
"35401","2016Q4","CS Houeyogbe","new_labconf",7
"35402","2016Q2","CS Houeyogbe","new_labconf",17
"35403","2016Q3","CS Houeyogbe","new_labconf",9
"35404","2017Q1","CS Houeyogbe","new_labconf",12
"35405","2017Q4","CS Houeyogbe","new_labconf",12
"35406","2017Q2","CS Houeyogbe","new_labconf",6
"35407","2017Q3","CS Houeyogbe","new_labconf",6
"35408","2018Q1","CS Houeyogbe","new_labconf",8
"35409","2018Q4","CS Houeyogbe","new_labconf",17
"35410","2018Q2","CS Houeyogbe","new_labconf",4
"35411","2018Q3","CS Houeyogbe","new_labconf",19
"35412","2016Q1","CS Houeyogbe","new_clindx",1
"35413","2016Q4","CS Houeyogbe","new_clindx",2
"35414","2016Q2","CS Houeyogbe","new_clindx",0
"35415","2016Q3","CS Houeyogbe","new_clindx",1
"35416","2017Q1","CS Houeyogbe","new_clindx",0
"35417","2017Q4","CS Houeyogbe","new_clindx",0
"35418","2017Q2","CS Houeyogbe","new_clindx",0
"35419","2017Q3","CS Houeyogbe","new_clindx",0
"35420","2018Q1","CS Houeyogbe","new_clindx",0
"35421","2018Q4","CS Houeyogbe","new_clindx",0
"35422","2018Q2","CS Houeyogbe","new_clindx",0
"35423","2018Q3","CS Houeyogbe","new_clindx",0
"35424","2016Q1","CS Houeyogbe","ret_rel_labconf",0
"35425","2016Q4","CS Houeyogbe","ret_rel_labconf",0
"35426","2016Q2","CS Houeyogbe","ret_rel_labconf",1
"35427","2016Q3","CS Houeyogbe","ret_rel_labconf",0
"35428","2017Q1","CS Houeyogbe","ret_rel_labconf",1
"35429","2017Q4","CS Houeyogbe","ret_rel_labconf",0
"35430","2017Q2","CS Houeyogbe","ret_rel_labconf",0
"35431","2017Q3","CS Houeyogbe","ret_rel_labconf",0
"35432","2018Q1","CS Houeyogbe","ret_rel_labconf",0
"35433","2018Q4","CS Houeyogbe","ret_rel_labconf",1
"35434","2018Q2","CS Houeyogbe","ret_rel_labconf",0
"35435","2018Q3","CS Houeyogbe","ret_rel_labconf",1
"35436","2016Q1","CS Houeyogbe","ret_rel_clindx",0
"35437","2016Q4","CS Houeyogbe","ret_rel_clindx",0
"35438","2016Q2","CS Houeyogbe","ret_rel_clindx",0
"35439","2016Q3","CS Houeyogbe","ret_rel_clindx",0
"35440","2017Q1","CS Houeyogbe","ret_rel_clindx",0
"35441","2017Q2","CS Houeyogbe","ret_rel_clindx",0
"35442","2016Q1","CS Houeyogbe","new_ep",0
"35443","2016Q4","CS Houeyogbe","new_ep",0
"35444","2016Q2","CS Houeyogbe","new_ep",0
"35445","2016Q3","CS Houeyogbe","new_ep",1
"35446","2017Q1","CS Houeyogbe","new_ep",1
"35447","2017Q4","CS Houeyogbe","new_ep",0
"35448","2017Q2","CS Houeyogbe","new_ep",0
"35449","2017Q3","CS Houeyogbe","new_ep",0
"35450","2018Q1","CS Houeyogbe","new_ep",0
"35451","2018Q4","CS Houeyogbe","new_ep",0
"35452","2018Q2","CS Houeyogbe","new_ep",0
"35453","2018Q3","CS Houeyogbe","new_ep",0
"35454","2016Q1","CS Houeyogbe","ret_rel_ep",0
"35455","2016Q4","CS Houeyogbe","ret_rel_ep",0
"35456","2016Q2","CS Houeyogbe","ret_rel_ep",0
"35457","2016Q3","CS Houeyogbe","ret_rel_ep",0
"35458","2017Q1","CS Houeyogbe","ret_rel_ep",0
"35459","2017Q2","CS Houeyogbe","ret_rel_ep",0
"35460","2016Q1","CS Houeyogbe","hivtest",13
"35461","2016Q4","CS Houeyogbe","hivtest",6
"35462","2016Q2","CS Houeyogbe","hivtest",18
"35463","2016Q3","CS Houeyogbe","hivtest",11
"35464","2017Q1","CS Houeyogbe","hivtest",14
"35465","2017Q4","CS Houeyogbe","hivtest",11
"35466","2017Q2","CS Houeyogbe","hivtest",6
"35467","2017Q3","CS Houeyogbe","hivtest",6
"35468","2018Q1","CS Houeyogbe","hivtest",8
"35469","2018Q4","CS Houeyogbe","hivtest",18
"35470","2018Q2","CS Houeyogbe","hivtest",4
"35471","2018Q3","CS Houeyogbe","hivtest",20
"35472","2016Q1","CS Houeyogbe","hivtest_pos",0
"35473","2016Q4","CS Houeyogbe","hivtest_pos",0
"35474","2016Q2","CS Houeyogbe","hivtest_pos",2
"35475","2016Q3","CS Houeyogbe","hivtest_pos",1
"35476","2017Q1","CS Houeyogbe","hivtest_pos",0
"35477","2017Q4","CS Houeyogbe","hivtest_pos",0
"35478","2017Q2","CS Houeyogbe","hivtest_pos",1
"35479","2017Q3","CS Houeyogbe","hivtest_pos",1
"35480","2018Q1","CS Houeyogbe","hivtest_pos",0
"35481","2018Q4","CS Houeyogbe","hivtest_pos",2
"35482","2018Q2","CS Houeyogbe","hivtest_pos",0
"35483","2018Q3","CS Houeyogbe","hivtest_pos",0
"35484","2016Q1","CS Houeyogbe","hiv_cpt",0
"35485","2016Q4","CS Houeyogbe","hiv_cpt",0
"35486","2016Q2","CS Houeyogbe","hiv_cpt",2
"35487","2016Q3","CS Houeyogbe","hiv_cpt",1
"35488","2017Q1","CS Houeyogbe","hiv_cpt",0
"35489","2017Q4","CS Houeyogbe","hiv_cpt",0
"35490","2017Q2","CS Houeyogbe","hiv_cpt",1
"35491","2017Q3","CS Houeyogbe","hiv_cpt",1
"35492","2018Q1","CS Houeyogbe","hiv_cpt",0
"35493","2018Q4","CS Houeyogbe","hiv_cpt",2
"35494","2018Q2","CS Houeyogbe","hiv_cpt",0
"35495","2018Q3","CS Houeyogbe","hiv_cpt",0
"35496","2016Q1","CS Houeyogbe","hiv_art",0
"35497","2016Q4","CS Houeyogbe","hiv_art",0
"35498","2016Q2","CS Houeyogbe","hiv_art",2
"35499","2016Q3","CS Houeyogbe","hiv_art",1
"35500","2017Q1","CS Houeyogbe","hiv_art",0
"35501","2017Q4","CS Houeyogbe","hiv_art",0
"35502","2017Q2","CS Houeyogbe","hiv_art",1
"35503","2017Q3","CS Houeyogbe","hiv_art",1
"35504","2018Q1","CS Houeyogbe","hiv_art",0
"35505","2018Q4","CS Houeyogbe","hiv_art",2
"35506","2018Q2","CS Houeyogbe","hiv_art",0
"35507","2018Q3","CS Houeyogbe","hiv_art",0
"35508","2015Q4","CS Houeyogbe","ret_nrel_fail",0
"35509","2015Q4","CS Houeyogbe","ret_nrel_neval",0
"35510","2015Q4","CS Houeyogbe","ret_nrel_died",0
"35511","2015Q4","CS Houeyogbe","ret_nrel_lost",0
"35512","2015Q4","CS Houeyogbe","ret_nrel_cmplt",0
"35513","2015Q4","CS Houeyogbe","ret_nrel_cur",1
"35514","2015Q3","CS Houeyogbe","ret_nrel_fail",0
"35515","2015Q3","CS Houeyogbe","ret_nrel_neval",0
"35516","2015Q3","CS Houeyogbe","ret_nrel_died",0
"35517","2015Q3","CS Houeyogbe","ret_nrel_lost",0
"35518","2015Q3","CS Houeyogbe","ret_nrel_cmplt",0
"35519","2015Q3","CS Houeyogbe","ret_nrel_cur",0
"35520","2016Q1","CS Houeyogbe","ret_nrel_fail",0
"35521","2016Q1","CS Houeyogbe","ret_nrel_neval",0
"35522","2016Q1","CS Houeyogbe","ret_nrel_died",0
"35523","2016Q1","CS Houeyogbe","ret_nrel_lost",0
"35524","2016Q1","CS Houeyogbe","ret_nrel_cmplt",0
"35525","2016Q1","CS Houeyogbe","ret_nrel_cur",0
"35526","2015Q2","CS Houeyogbe","ret_nrel_fail",0
"35527","2015Q2","CS Houeyogbe","ret_nrel_neval",0
"35528","2015Q2","CS Houeyogbe","ret_nrel_died",0
"35529","2015Q2","CS Houeyogbe","ret_nrel_lost",0
"35530","2015Q2","CS Houeyogbe","ret_nrel_cmplt",0
"35531","2015Q2","CS Houeyogbe","ret_nrel_cur",0
"35532","2015Q1","CS Houeyogbe","ret_nrel_fail",0
"35533","2015Q1","CS Houeyogbe","ret_nrel_neval",0
"35534","2015Q1","CS Houeyogbe","ret_nrel_died",0
"35535","2015Q1","CS Houeyogbe","ret_nrel_lost",0
"35536","2015Q1","CS Houeyogbe","ret_nrel_cmplt",0
"35537","2015Q1","CS Houeyogbe","ret_nrel_cur",0
"35538","2016Q4","CS Houeyogbe","ret_nrel_fail",0
"35539","2016Q4","CS Houeyogbe","ret_nrel_neval",0
"35540","2016Q4","CS Houeyogbe","ret_nrel_died",0
"35541","2016Q4","CS Houeyogbe","ret_nrel_lost",0
"35542","2016Q4","CS Houeyogbe","ret_nrel_cmplt",0
"35543","2016Q4","CS Houeyogbe","ret_nrel_cur",0
"35544","2016Q2","CS Houeyogbe","ret_nrel_fail",0
"35545","2016Q2","CS Houeyogbe","ret_nrel_neval",0
"35546","2016Q2","CS Houeyogbe","ret_nrel_died",0
"35547","2016Q2","CS Houeyogbe","ret_nrel_lost",0
"35548","2016Q2","CS Houeyogbe","ret_nrel_cmplt",0
"35549","2016Q2","CS Houeyogbe","ret_nrel_cur",0
"35550","2016Q3","CS Houeyogbe","ret_nrel_fail",0
"35551","2016Q3","CS Houeyogbe","ret_nrel_neval",0
"35552","2016Q3","CS Houeyogbe","ret_nrel_died",0
"35553","2016Q3","CS Houeyogbe","ret_nrel_lost",0
"35554","2016Q3","CS Houeyogbe","ret_nrel_cmplt",0
"35555","2016Q3","CS Houeyogbe","ret_nrel_cur",0
"35556","2017Q1","CS Houeyogbe","ret_nrel_fail",0
"35557","2017Q1","CS Houeyogbe","ret_nrel_neval",0
"35558","2017Q1","CS Houeyogbe","ret_nrel_died",0
"35559","2017Q1","CS Houeyogbe","ret_nrel_lost",0
"35560","2017Q1","CS Houeyogbe","ret_nrel_cmplt",0
"35561","2017Q1","CS Houeyogbe","ret_nrel_cur",0
"35562","2017Q4","CS Houeyogbe","ret_nrel_fail",0
"35563","2017Q4","CS Houeyogbe","ret_nrel_neval",0
"35564","2017Q4","CS Houeyogbe","ret_nrel_died",0
"35565","2017Q4","CS Houeyogbe","ret_nrel_lost",0
"35566","2017Q4","CS Houeyogbe","ret_nrel_cmplt",0
"35567","2017Q4","CS Houeyogbe","ret_nrel_cur",0
"35568","2017Q2","CS Houeyogbe","ret_nrel_fail",0
"35569","2017Q2","CS Houeyogbe","ret_nrel_neval",0
"35570","2017Q2","CS Houeyogbe","ret_nrel_died",0
"35571","2017Q2","CS Houeyogbe","ret_nrel_lost",0
"35572","2017Q2","CS Houeyogbe","ret_nrel_cmplt",0
"35573","2017Q2","CS Houeyogbe","ret_nrel_cur",0
"35574","2017Q3","CS Houeyogbe","ret_nrel_fail",0
"35575","2017Q3","CS Houeyogbe","ret_nrel_neval",0
"35576","2017Q3","CS Houeyogbe","ret_nrel_died",0
"35577","2017Q3","CS Houeyogbe","ret_nrel_lost",0
"35578","2017Q3","CS Houeyogbe","ret_nrel_cmplt",0
"35579","2017Q3","CS Houeyogbe","ret_nrel_cur",0
"35580","2015Q4","CS Houeyogbe","tbhiv_fail",0
"35581","2015Q4","CS Houeyogbe","tbhiv_neval",0
"35582","2015Q4","CS Houeyogbe","tbhiv_died",1
"35583","2015Q4","CS Houeyogbe","tbhiv_lost",0
"35584","2015Q4","CS Houeyogbe","tbhiv_cmplt",0
"35585","2015Q4","CS Houeyogbe","tbhiv_cur",1
"35586","2015Q3","CS Houeyogbe","tbhiv_fail",0
"35587","2015Q3","CS Houeyogbe","tbhiv_neval",0
"35588","2015Q3","CS Houeyogbe","tbhiv_died",0
"35589","2015Q3","CS Houeyogbe","tbhiv_lost",0
"35590","2015Q3","CS Houeyogbe","tbhiv_cmplt",0
"35591","2015Q3","CS Houeyogbe","tbhiv_cur",1
"35592","2016Q1","CS Houeyogbe","tbhiv_fail",0
"35593","2016Q1","CS Houeyogbe","tbhiv_neval",0
"35594","2016Q1","CS Houeyogbe","tbhiv_died",0
"35595","2016Q1","CS Houeyogbe","tbhiv_lost",0
"35596","2016Q1","CS Houeyogbe","tbhiv_cmplt",0
"35597","2016Q1","CS Houeyogbe","tbhiv_cur",0
"35598","2015Q2","CS Houeyogbe","tbhiv_fail",0
"35599","2015Q2","CS Houeyogbe","tbhiv_neval",0
"35600","2015Q2","CS Houeyogbe","tbhiv_died",0
"35601","2015Q2","CS Houeyogbe","tbhiv_lost",0
"35602","2015Q2","CS Houeyogbe","tbhiv_cmplt",0
"35603","2015Q2","CS Houeyogbe","tbhiv_cur",1
"35604","2015Q1","CS Houeyogbe","tbhiv_fail",0
"35605","2015Q1","CS Houeyogbe","tbhiv_neval",0
"35606","2015Q1","CS Houeyogbe","tbhiv_died",0
"35607","2015Q1","CS Houeyogbe","tbhiv_lost",0
"35608","2015Q1","CS Houeyogbe","tbhiv_cmplt",0
"35609","2015Q1","CS Houeyogbe","tbhiv_cur",2
"35610","2016Q4","CS Houeyogbe","tbhiv_fail",0
"35611","2016Q4","CS Houeyogbe","tbhiv_neval",0
"35612","2016Q4","CS Houeyogbe","tbhiv_died",0
"35613","2016Q4","CS Houeyogbe","tbhiv_lost",0
"35614","2016Q4","CS Houeyogbe","tbhiv_cmplt",0
"35615","2016Q4","CS Houeyogbe","tbhiv_cur",0
"35616","2016Q2","CS Houeyogbe","tbhiv_fail",0
"35617","2016Q2","CS Houeyogbe","tbhiv_neval",0
"35618","2016Q2","CS Houeyogbe","tbhiv_died",0
"35619","2016Q2","CS Houeyogbe","tbhiv_lost",0
"35620","2016Q2","CS Houeyogbe","tbhiv_cmplt",0
"35621","2016Q2","CS Houeyogbe","tbhiv_cur",2
"35622","2016Q3","CS Houeyogbe","tbhiv_fail",0
"35623","2016Q3","CS Houeyogbe","tbhiv_neval",0
"35624","2016Q3","CS Houeyogbe","tbhiv_died",1
"35625","2016Q3","CS Houeyogbe","tbhiv_lost",0
"35626","2016Q3","CS Houeyogbe","tbhiv_cmplt",0
"35627","2016Q3","CS Houeyogbe","tbhiv_cur",0
"35628","2017Q1","CS Houeyogbe","tbhiv_fail",0
"35629","2017Q1","CS Houeyogbe","tbhiv_neval",0
"35630","2017Q1","CS Houeyogbe","tbhiv_died",0
"35631","2017Q1","CS Houeyogbe","tbhiv_lost",0
"35632","2017Q1","CS Houeyogbe","tbhiv_cmplt",0
"35633","2017Q1","CS Houeyogbe","tbhiv_cur",0
"35634","2017Q4","CS Houeyogbe","tbhiv_fail",0
"35635","2017Q4","CS Houeyogbe","tbhiv_neval",0
"35636","2017Q4","CS Houeyogbe","tbhiv_died",0
"35637","2017Q4","CS Houeyogbe","tbhiv_lost",0
"35638","2017Q4","CS Houeyogbe","tbhiv_cmplt",0
"35639","2017Q4","CS Houeyogbe","tbhiv_cur",0
"35640","2017Q2","CS Houeyogbe","tbhiv_fail",0
"35641","2017Q2","CS Houeyogbe","tbhiv_neval",0
"35642","2017Q2","CS Houeyogbe","tbhiv_died",0
"35643","2017Q2","CS Houeyogbe","tbhiv_lost",0
"35644","2017Q2","CS Houeyogbe","tbhiv_cmplt",1
"35645","2017Q2","CS Houeyogbe","tbhiv_cur",0
"35646","2017Q3","CS Houeyogbe","tbhiv_fail",0
"35647","2017Q3","CS Houeyogbe","tbhiv_neval",0
"35648","2017Q3","CS Houeyogbe","tbhiv_died",0
"35649","2017Q3","CS Houeyogbe","tbhiv_lost",0
"35650","2017Q3","CS Houeyogbe","tbhiv_cmplt",0
"35651","2017Q3","CS Houeyogbe","tbhiv_cur",1
"35652","2015Q4","CS Houeyogbe","ret_nrel_coh",1
"35653","2015Q3","CS Houeyogbe","ret_nrel_coh",0
"35654","2016Q1","CS Houeyogbe","ret_nrel_coh",0
"35655","2015Q2","CS Houeyogbe","ret_nrel_coh",0
"35656","2015Q1","CS Houeyogbe","ret_nrel_coh",0
"35657","2016Q4","CS Houeyogbe","ret_nrel_coh",0
"35658","2016Q2","CS Houeyogbe","ret_nrel_coh",0
"35659","2016Q3","CS Houeyogbe","ret_nrel_coh",0
"35660","2017Q1","CS Houeyogbe","ret_nrel_coh",0
"35661","2017Q4","CS Houeyogbe","ret_nrel_coh",0
"35662","2017Q2","CS Houeyogbe","ret_nrel_coh",0
"35663","2017Q3","CS Houeyogbe","ret_nrel_coh",0
"35664","2015Q4","CS Houeyogbe","tbhiv_coh",2
"35665","2015Q3","CS Houeyogbe","tbhiv_coh",1
"35666","2016Q1","CS Houeyogbe","tbhiv_coh",0
"35667","2015Q2","CS Houeyogbe","tbhiv_coh",1
"35668","2015Q1","CS Houeyogbe","tbhiv_coh",2
"35669","2016Q4","CS Houeyogbe","tbhiv_coh",0
"35670","2016Q2","CS Houeyogbe","tbhiv_coh",2
"35671","2016Q3","CS Houeyogbe","tbhiv_coh",1
"35672","2017Q1","CS Houeyogbe","tbhiv_coh",0
"35673","2017Q4","CS Houeyogbe","tbhiv_coh",0
"35674","2017Q2","CS Houeyogbe","tbhiv_coh",1
"35675","2017Q3","CS Houeyogbe","tbhiv_coh",1
"35676","2016Q1","CS Houeyogbe","ret_nrel_labconf",0
"35677","2016Q4","CS Houeyogbe","ret_nrel_labconf",0
"35678","2016Q2","CS Houeyogbe","ret_nrel_labconf",0
"35679","2016Q3","CS Houeyogbe","ret_nrel_labconf",0
"35680","2017Q1","CS Houeyogbe","ret_nrel_labconf",0
"35681","2017Q4","CS Houeyogbe","ret_nrel_labconf",0
"35682","2017Q2","CS Houeyogbe","ret_nrel_labconf",0
"35683","2017Q3","CS Houeyogbe","ret_nrel_labconf",0
"35684","2018Q1","CS Houeyogbe","ret_nrel_labconf",0
"35685","2018Q4","CS Houeyogbe","ret_nrel_labconf",0
"35686","2018Q2","CS Houeyogbe","ret_nrel_labconf",0
"35687","2018Q3","CS Houeyogbe","ret_nrel_labconf",0
"35688","2016Q1","CS Houeyogbe","oth_labconf",0
"35689","2016Q4","CS Houeyogbe","oth_labconf",0
"35690","2016Q2","CS Houeyogbe","oth_labconf",0
"35691","2016Q3","CS Houeyogbe","oth_labconf",0
"35692","2017Q1","CS Houeyogbe","oth_labconf",0
"35693","2017Q4","CS Houeyogbe","oth_labconf",0
"35694","2017Q2","CS Houeyogbe","oth_labconf",0
"35695","2017Q3","CS Houeyogbe","oth_labconf",0
"35696","2016Q1","CS Houeyogbe","ret_nrel_clindx",0
"35697","2016Q4","CS Houeyogbe","ret_nrel_clindx",0
"35698","2016Q2","CS Houeyogbe","ret_nrel_clindx",0
"35699","2016Q3","CS Houeyogbe","ret_nrel_clindx",0
"35700","2017Q1","CS Houeyogbe","ret_nrel_clindx",0
"35701","2017Q2","CS Houeyogbe","ret_nrel_clindx",0
"35702","2016Q1","CS Houeyogbe","oth_clindx",0
"35703","2016Q4","CS Houeyogbe","oth_clindx",0
"35704","2016Q2","CS Houeyogbe","oth_clindx",0
"35705","2016Q3","CS Houeyogbe","oth_clindx",0
"35706","2017Q1","CS Houeyogbe","oth_clindx",0
"35707","2017Q2","CS Houeyogbe","oth_clindx",0
"35708","2016Q1","CS Houeyogbe","ret_nrel_ep",0
"35709","2016Q4","CS Houeyogbe","ret_nrel_ep",0
"35710","2016Q2","CS Houeyogbe","ret_nrel_ep",0
"35711","2016Q3","CS Houeyogbe","ret_nrel_ep",0
"35712","2017Q1","CS Houeyogbe","ret_nrel_ep",0
"35713","2017Q2","CS Houeyogbe","ret_nrel_ep",0
"35714","2016Q1","CS Houeyogbe","oth_ep",0
"35715","2016Q4","CS Houeyogbe","oth_ep",0
"35716","2016Q2","CS Houeyogbe","oth_ep",0
"35717","2016Q3","CS Houeyogbe","oth_ep",0
"35718","2017Q1","CS Houeyogbe","oth_ep",0
"35719","2017Q2","CS Houeyogbe","oth_ep",0
"35720","2016Q1","CS Houeyogbe","presumptive_test",59
"35721","2016Q4","CS Houeyogbe","presumptive_test",42
"35722","2016Q2","CS Houeyogbe","presumptive_test",37
"35723","2016Q3","CS Houeyogbe","presumptive_test",48
"35724","2016Q1","CS Houeyogbe","presumptive_testpos",3
"35725","2016Q4","CS Houeyogbe","presumptive_testpos",5
"35726","2016Q2","CS Houeyogbe","presumptive_testpos",9
"35727","2016Q3","CS Houeyogbe","presumptive_testpos",8
"35728","2015Q4","CS Houeyogbe","newrel_labconf_coh",11
"35729","2015Q3","CS Houeyogbe","newrel_labconf_coh",11
"35730","2016Q1","CS Houeyogbe","newrel_labconf_coh",12
"35731","2015Q2","CS Houeyogbe","newrel_labconf_coh",13
"35732","2015Q1","CS Houeyogbe","newrel_labconf_coh",15
"35733","2016Q4","CS Houeyogbe","newrel_labconf_coh",7
"35734","2016Q2","CS Houeyogbe","newrel_labconf_coh",18
"35735","2016Q3","CS Houeyogbe","newrel_labconf_coh",9
"35736","2017Q1","CS Houeyogbe","newrel_labconf_coh",13
"35737","2017Q4","CS Houeyogbe","newrel_labconf_coh",12
"35738","2017Q2","CS Houeyogbe","newrel_labconf_coh",6
"35739","2017Q3","CS Houeyogbe","newrel_labconf_coh",6
"35740","2015Q4","CS Houeyogbe","newrel_clindx_coh",0
"35741","2015Q3","CS Houeyogbe","newrel_clindx_coh",0
"35742","2016Q1","CS Houeyogbe","newrel_clindx_coh",1
"35743","2015Q2","CS Houeyogbe","newrel_clindx_coh",1
"35744","2015Q1","CS Houeyogbe","newrel_clindx_coh",1
"35745","2016Q4","CS Houeyogbe","newrel_clindx_coh",2
"35746","2016Q2","CS Houeyogbe","newrel_clindx_coh",0
